集計年,都道府県CD,都道府県名,産業大分類CD,産業大分類名,業種中分類CD,業種中分類名,企業単位_従業者数（人）
2009,15,新潟県,L,学術研究，専門・技術サービス業,74,技術サービス業（他に分類されないもの）,9830
2009,15,新潟県,M,宿泊業，飲食サービス業,75,宿泊業,17132
2009,15,新潟県,M,宿泊業，飲食サービス業,76,飲食店,51143
2009,15,新潟県,M,宿泊業，飲食サービス業,77,持ち帰り・配達飲食サービス業,5236
2009,15,新潟県,N,生活関連サービス業，娯楽業,78,洗濯・理容・美容・浴場業,23666
2009,15,新潟県,N,生活関連サービス業，娯楽業,79,その他の生活関連サービス業,9632
2009,15,新潟県,N,生活関連サービス業，娯楽業,80,娯楽業,7574
2009,15,新潟県,O,教育，学習支援業,81,学校教育,11482
2009,15,新潟県,O,教育，学習支援業,82,その他の教育，学習支援業,9146
2009,15,新潟県,P,医療，福祉,83,医療業,42022
2009,15,新潟県,P,医療，福祉,84,保健衛生,2271
2009,15,新潟県,P,医療，福祉,85,社会保険・社会福祉・介護事業,38413
2009,15,新潟県,Q,複合サービス事業,86,郵便局,270
2009,15,新潟県,Q,複合サービス事業,87,協同組合（他に分類されないもの）,10180
2009,15,新潟県,R,サービス業（他に分類されないもの）,88,廃棄物処理業,6094
2009,15,新潟県,R,サービス業（他に分類されないもの）,89,自動車整備業,5207
2009,15,新潟県,R,サービス業（他に分類されないもの）,90,機械等修理業（別掲を除く）,2154
2009,15,新潟県,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,5272
2009,15,新潟県,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,27714
2009,15,新潟県,R,サービス業（他に分類されないもの）,93,政治・経済・文化団体,4660
2009,15,新潟県,R,サービス業（他に分類されないもの）,94,宗教,6101
2009,15,新潟県,R,サービス業（他に分類されないもの）,95,その他のサービス業,323
2009,16,富山県,A,農業，林業,01,農業,4550
2009,16,富山県,A,農業，林業,02,林業,621
2009,16,富山県,B,漁業,03,漁業（水産養殖業を除く）,791
2009,16,富山県,B,漁業,04,水産養殖業,47
2009,16,富山県,C,鉱業，採石業，砂利採取業,05,鉱業，採石業，砂利採取業,489
2009,16,富山県,D,建設業,06,総合工事業,20686
2009,16,富山県,D,建設業,07,職別工事業(設備工事業を除く),12679
2009,16,富山県,D,建設業,08,設備工事業,13250
2009,16,富山県,E,製造業,09,食料品製造業,9277
2009,16,富山県,E,製造業,10,飲料・たばこ・飼料製造業,2169
2009,16,富山県,E,製造業,11,繊維工業,5076
2009,16,富山県,E,製造業,12,木材・木製品製造業（家具を除く）,1883
2009,16,富山県,E,製造業,13,家具・装備品製造業,2479
2009,16,富山県,E,製造業,14,パルプ・紙・紙加工品製造業,3673
2009,16,富山県,E,製造業,15,印刷・同関連業,3743
2009,16,富山県,E,製造業,16,化学工業,8135
2009,16,富山県,E,製造業,17,石油製品・石炭製品製造業,79
2009,16,富山県,E,製造業,18,プラスチック製品製造業（別掲を除く）,8845
2009,16,富山県,E,製造業,19,ゴム製品製造業,672
2009,16,富山県,E,製造業,20,なめし革・同製品・毛皮製造業,157
2009,16,富山県,E,製造業,21,窯業・土石製品製造業,2167
2009,16,富山県,E,製造業,22,鉄鋼業,3015
2009,16,富山県,E,製造業,23,非鉄金属製造業,3169
2009,16,富山県,E,製造業,24,金属製品製造業,19563
2009,16,富山県,E,製造業,25,はん用機械器具製造業,7259
2009,16,富山県,E,製造業,26,生産用機械器具製造業,7519
2009,16,富山県,E,製造業,27,業務用機械器具製造業,428
2009,16,富山県,E,製造業,28,電子部品・デバイス・電子回路製造業,6005
2009,16,富山県,E,製造業,29,電気機械器具製造業,3885
2009,16,富山県,E,製造業,30,情報通信機械器具製造業,491
2009,16,富山県,E,製造業,31,輸送用機械器具製造業,4566
2009,16,富山県,E,製造業,32,その他の製造業,1814
2009,16,富山県,F,電気・ガス・熱供給・水道業,33,電気業,4993
2009,16,富山県,F,電気・ガス・熱供給・水道業,34,ガス業,405
2009,16,富山県,F,電気・ガス・熱供給・水道業,35,熱供給業,0
2009,16,富山県,F,電気・ガス・熱供給・水道業,36,水道業,24
2009,16,富山県,G,情報通信業,37,通信業,154
2009,16,富山県,G,情報通信業,38,放送業,592
2009,16,富山県,G,情報通信業,39,情報サービス業,6915
2009,16,富山県,G,情報通信業,40,インターネット附随サービス業,152
2009,16,富山県,G,情報通信業,41,映像・音声・文字情報制作業,876
2009,16,富山県,H,運輸業，郵便業,42,鉄道業,452
2009,16,富山県,H,運輸業，郵便業,43,道路旅客運送業,3535
2009,16,富山県,H,運輸業，郵便業,44,道路貨物運送業,18104
2009,16,富山県,H,運輸業，郵便業,45,水運業,57
2009,16,富山県,H,運輸業，郵便業,46,航空運輸業,4
2009,16,富山県,H,運輸業，郵便業,47,倉庫業,864
2009,16,富山県,H,運輸業，郵便業,48,運輸に附帯するサービス業,1241
2009,16,富山県,H,運輸業，郵便業,49,郵便業（信書便事業を含む）,0
2009,16,富山県,I,卸売業，小売業,50,各種商品卸売業,1
2009,16,富山県,I,卸売業，小売業,51,繊維・衣服等卸売業,1226
2009,16,富山県,I,卸売業，小売業,52,飲食料品卸売業,5983
2009,16,富山県,I,卸売業，小売業,53,建築材料，鉱物・金属材料等卸売業,6706
2009,16,富山県,I,卸売業，小売業,54,機械器具卸売業,8119
2009,16,富山県,I,卸売業，小売業,55,その他の卸売業,6080
2009,16,富山県,I,卸売業，小売業,56,各種商品小売業,71
2009,16,富山県,I,卸売業，小売業,57,織物・衣服・身の回り品小売業,4863
2009,16,富山県,I,卸売業，小売業,58,飲食料品小売業,25448
2009,16,富山県,I,卸売業，小売業,59,機械器具小売業,8851
2009,16,富山県,I,卸売業，小売業,60,その他の小売業,19535
2009,16,富山県,I,卸売業，小売業,61,無店舗小売業,726
2009,16,富山県,J,金融業，保険業,62,銀行業,6634
2009,16,富山県,J,金融業，保険業,63,協同組織金融業,1617
2009,16,富山県,J,金融業，保険業,64,貸金業，クレジットカード業等非預金信用機関,232
2009,16,富山県,J,金融業，保険業,65,金融商品取引業，商品先物取引業,169
2009,16,富山県,J,金融業，保険業,66,補助的金融業等,225
2009,16,富山県,J,金融業，保険業,67,保険業（保険媒介代理業，保険サービス業を含む）,1363
2009,16,富山県,K,不動産業，物品賃貸業,68,不動産取引業,1528
2009,16,富山県,K,不動産業，物品賃貸業,69,不動産賃貸業・管理業,3815
2009,16,富山県,K,不動産業，物品賃貸業,70,物品賃貸業,2232
2009,16,富山県,L,学術研究，専門・技術サービス業,71,学術・開発研究機関,33
2009,16,富山県,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,3838
2009,16,富山県,L,学術研究，専門・技術サービス業,73,広告業,1578
2009,16,富山県,L,学術研究，専門・技術サービス業,74,技術サービス業（他に分類されないもの）,4919
2009,16,富山県,M,宿泊業，飲食サービス業,75,宿泊業,7085
2009,16,富山県,M,宿泊業，飲食サービス業,76,飲食店,22912
2009,16,富山県,M,宿泊業，飲食サービス業,77,持ち帰り・配達飲食サービス業,2829
2009,16,富山県,N,生活関連サービス業，娯楽業,78,洗濯・理容・美容・浴場業,10941
2009,16,富山県,N,生活関連サービス業，娯楽業,79,その他の生活関連サービス業,3910
2009,16,富山県,N,生活関連サービス業，娯楽業,80,娯楽業,4318
2009,16,富山県,O,教育，学習支援業,81,学校教育,5962
2009,16,富山県,O,教育，学習支援業,82,その他の教育，学習支援業,4242
2009,16,富山県,P,医療，福祉,83,医療業,21330
2009,16,富山県,P,医療，福祉,84,保健衛生,588
2009,16,富山県,P,医療，福祉,85,社会保険・社会福祉・介護事業,19005
2009,16,富山県,Q,複合サービス事業,86,郵便局,181
2009,16,富山県,Q,複合サービス事業,87,協同組合（他に分類されないもの）,4638
2009,16,富山県,R,サービス業（他に分類されないもの）,88,廃棄物処理業,2533
2009,16,富山県,R,サービス業（他に分類されないもの）,89,自動車整備業,2495
2009,16,富山県,R,サービス業（他に分類されないもの）,90,機械等修理業（別掲を除く）,1299
2009,16,富山県,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,3056
2009,16,富山県,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,12693
2009,16,富山県,R,サービス業（他に分類されないもの）,93,政治・経済・文化団体,2982
2009,16,富山県,R,サービス業（他に分類されないもの）,94,宗教,3937
2009,16,富山県,R,サービス業（他に分類されないもの）,95,その他のサービス業,323
2009,17,石川県,A,農業，林業,01,農業,2309
2009,17,石川県,A,農業，林業,02,林業,636
2009,17,石川県,B,漁業,03,漁業（水産養殖業を除く）,1087
2009,17,石川県,B,漁業,04,水産養殖業,113
2009,17,石川県,C,鉱業，採石業，砂利採取業,05,鉱業，採石業，砂利採取業,355
2009,17,石川県,D,建設業,06,総合工事業,20512
2009,17,石川県,D,建設業,07,職別工事業(設備工事業を除く),12273
2009,17,石川県,D,建設業,08,設備工事業,12821
2009,17,石川県,E,製造業,09,食料品製造業,10345
2009,17,石川県,E,製造業,10,飲料・たばこ・飼料製造業,898
2009,17,石川県,E,製造業,11,繊維工業,15021
2009,17,石川県,E,製造業,12,木材・木製品製造業（家具を除く）,1040
2009,17,石川県,E,製造業,13,家具・装備品製造業,2505
2009,17,石川県,E,製造業,14,パルプ・紙・紙加工品製造業,1284
2009,17,石川県,E,製造業,15,印刷・同関連業,3795
2009,17,石川県,E,製造業,16,化学工業,985
2009,17,石川県,E,製造業,17,石油製品・石炭製品製造業,87
2009,17,石川県,E,製造業,18,プラスチック製品製造業（別掲を除く）,3299
2009,17,石川県,E,製造業,19,ゴム製品製造業,225
2009,17,石川県,E,製造業,20,なめし革・同製品・毛皮製造業,24
2009,17,石川県,E,製造業,21,窯業・土石製品製造業,3491
2009,17,石川県,E,製造業,22,鉄鋼業,811
2009,17,石川県,E,製造業,23,非鉄金属製造業,639
2009,17,石川県,E,製造業,24,金属製品製造業,7422
2009,17,石川県,E,製造業,25,はん用機械器具製造業,5767
2009,17,石川県,E,製造業,26,生産用機械器具製造業,14118
2009,17,石川県,E,製造業,27,業務用機械器具製造業,612
2009,17,石川県,E,製造業,28,電子部品・デバイス・電子回路製造業,8746
2009,17,石川県,E,製造業,29,電気機械器具製造業,5387
2009,17,石川県,E,製造業,30,情報通信機械器具製造業,5282
2009,17,石川県,E,製造業,31,輸送用機械器具製造業,3792
2009,17,石川県,E,製造業,32,その他の製造業,4365
2009,17,石川県,F,電気・ガス・熱供給・水道業,33,電気業,14
2009,17,石川県,F,電気・ガス・熱供給・水道業,34,ガス業,38
2009,17,石川県,F,電気・ガス・熱供給・水道業,35,熱供給業,0
2009,17,石川県,F,電気・ガス・熱供給・水道業,36,水道業,34
2009,17,石川県,G,情報通信業,37,通信業,392
2009,17,石川県,G,情報通信業,38,放送業,602
2009,17,石川県,G,情報通信業,39,情報サービス業,5659
2009,17,石川県,G,情報通信業,40,インターネット附随サービス業,153
2009,17,石川県,G,情報通信業,41,映像・音声・文字情報制作業,1836
2009,17,石川県,H,運輸業，郵便業,42,鉄道業,65
2009,17,石川県,H,運輸業，郵便業,43,道路旅客運送業,5212
2009,17,石川県,H,運輸業，郵便業,44,道路貨物運送業,14288
2009,17,石川県,H,運輸業，郵便業,45,水運業,69
2009,17,石川県,H,運輸業，郵便業,46,航空運輸業,10
2009,17,石川県,H,運輸業，郵便業,47,倉庫業,676
2009,17,石川県,H,運輸業，郵便業,48,運輸に附帯するサービス業,1293
2009,17,石川県,H,運輸業，郵便業,49,郵便業（信書便事業を含む）,0
2009,17,石川県,I,卸売業，小売業,50,各種商品卸売業,13
2009,17,石川県,I,卸売業，小売業,51,繊維・衣服等卸売業,1903
2009,17,石川県,I,卸売業，小売業,52,飲食料品卸売業,9362
2009,17,石川県,I,卸売業，小売業,53,建築材料，鉱物・金属材料等卸売業,5437
2009,17,石川県,I,卸売業，小売業,54,機械器具卸売業,8465
2009,17,石川県,I,卸売業，小売業,55,その他の卸売業,7800
2009,17,石川県,I,卸売業，小売業,56,各種商品小売業,1836
2009,17,石川県,I,卸売業，小売業,57,織物・衣服・身の回り品小売業,4342
2009,17,石川県,I,卸売業，小売業,58,飲食料品小売業,26289
2009,17,石川県,I,卸売業，小売業,59,機械器具小売業,10207
2009,17,石川県,I,卸売業，小売業,60,その他の小売業,23948
2009,17,石川県,I,卸売業，小売業,61,無店舗小売業,452
2009,17,石川県,J,金融業，保険業,62,銀行業,2854
2009,17,石川県,J,金融業，保険業,63,協同組織金融業,2689
2009,17,石川県,J,金融業，保険業,64,貸金業，クレジットカード業等非預金信用機関,124
2009,17,石川県,J,金融業，保険業,65,金融商品取引業，商品先物取引業,298
2009,17,石川県,J,金融業，保険業,66,補助的金融業等,108
2009,17,石川県,J,金融業，保険業,67,保険業（保険媒介代理業，保険サービス業を含む）,1484
2009,17,石川県,K,不動産業，物品賃貸業,68,不動産取引業,2079
2009,17,石川県,K,不動産業，物品賃貸業,69,不動産賃貸業・管理業,5394
2009,17,石川県,K,不動産業，物品賃貸業,70,物品賃貸業,4044
2009,17,石川県,L,学術研究，専門・技術サービス業,71,学術・開発研究機関,187
2009,17,石川県,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,4374
2009,17,石川県,L,学術研究，専門・技術サービス業,73,広告業,475
2009,17,石川県,L,学術研究，専門・技術サービス業,74,技術サービス業（他に分類されないもの）,5896
2009,17,石川県,M,宿泊業，飲食サービス業,75,宿泊業,9804
2009,17,石川県,M,宿泊業，飲食サービス業,76,飲食店,30475
2009,17,石川県,M,宿泊業，飲食サービス業,77,持ち帰り・配達飲食サービス業,2040
2009,17,石川県,N,生活関連サービス業，娯楽業,78,洗濯・理容・美容・浴場業,11272
2009,17,石川県,N,生活関連サービス業，娯楽業,79,その他の生活関連サービス業,2855
2009,17,石川県,N,生活関連サービス業，娯楽業,80,娯楽業,4460
2009,17,石川県,O,教育，学習支援業,81,学校教育,7876
2009,17,石川県,O,教育，学習支援業,82,その他の教育，学習支援業,4499
2009,17,石川県,P,医療，福祉,83,医療業,24439
2009,17,石川県,P,医療，福祉,84,保健衛生,631
2009,17,石川県,P,医療，福祉,85,社会保険・社会福祉・介護事業,21281
2009,17,石川県,Q,複合サービス事業,86,郵便局,159
2009,17,石川県,Q,複合サービス事業,87,協同組合（他に分類されないもの）,3915
2009,17,石川県,R,サービス業（他に分類されないもの）,88,廃棄物処理業,2959
2009,17,石川県,R,サービス業（他に分類されないもの）,89,自動車整備業,2005
2009,17,石川県,R,サービス業（他に分類されないもの）,90,機械等修理業（別掲を除く）,1087
2009,17,石川県,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,5269
2009,17,石川県,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,13064
2009,17,石川県,R,サービス業（他に分類されないもの）,93,政治・経済・文化団体,3029
2009,17,石川県,R,サービス業（他に分類されないもの）,94,宗教,4085
2009,17,石川県,R,サービス業（他に分類されないもの）,95,その他のサービス業,102
2009,18,福井県,A,農業，林業,01,農業,1833
2009,18,福井県,A,農業，林業,02,林業,915
2009,18,福井県,B,漁業,03,漁業（水産養殖業を除く）,128
2009,18,福井県,B,漁業,04,水産養殖業,75
2009,18,福井県,C,鉱業，採石業，砂利採取業,05,鉱業，採石業，砂利採取業,177
2009,18,福井県,D,建設業,06,総合工事業,15592
2009,18,福井県,D,建設業,07,職別工事業(設備工事業を除く),8475
2009,18,福井県,D,建設業,08,設備工事業,7867
2009,18,福井県,E,製造業,09,食料品製造業,5881
2009,18,福井県,E,製造業,10,飲料・たばこ・飼料製造業,607
2009,18,福井県,E,製造業,11,繊維工業,20799
2009,18,福井県,E,製造業,12,木材・木製品製造業（家具を除く）,1212
2009,18,福井県,E,製造業,13,家具・装備品製造業,1183
2009,18,福井県,E,製造業,14,パルプ・紙・紙加工品製造業,1312
2009,18,福井県,E,製造業,15,印刷・同関連業,2224
2009,18,福井県,E,製造業,16,化学工業,1505
2009,18,福井県,E,製造業,17,石油製品・石炭製品製造業,34
2009,18,福井県,E,製造業,18,プラスチック製品製造業（別掲を除く）,4411
2009,18,福井県,E,製造業,19,ゴム製品製造業,216
2009,18,福井県,E,製造業,20,なめし革・同製品・毛皮製造業,36
2009,18,福井県,E,製造業,21,窯業・土石製品製造業,3251
2009,18,福井県,E,製造業,22,鉄鋼業,323
2009,18,福井県,E,製造業,23,非鉄金属製造業,588
2009,18,福井県,E,製造業,24,金属製品製造業,5336
2009,18,福井県,E,製造業,25,はん用機械器具製造業,1055
2009,18,福井県,E,製造業,26,生産用機械器具製造業,2846
2009,18,福井県,E,製造業,27,業務用機械器具製造業,671
2009,18,福井県,E,製造業,28,電子部品・デバイス・電子回路製造業,7171
2009,18,福井県,E,製造業,29,電気機械器具製造業,2731
2009,18,福井県,E,製造業,30,情報通信機械器具製造業,1344
2009,18,福井県,E,製造業,31,輸送用機械器具製造業,3057
2009,18,福井県,E,製造業,32,その他の製造業,8253
2009,18,福井県,F,電気・ガス・熱供給・水道業,33,電気業,0
2009,18,福井県,F,電気・ガス・熱供給・水道業,34,ガス業,35
2009,18,福井県,F,電気・ガス・熱供給・水道業,35,熱供給業,0
2009,18,福井県,F,電気・ガス・熱供給・水道業,36,水道業,104
2009,18,福井県,G,情報通信業,37,通信業,170
2009,18,福井県,G,情報通信業,38,放送業,639
2009,18,福井県,G,情報通信業,39,情報サービス業,2586
2009,18,福井県,G,情報通信業,40,インターネット附随サービス業,111
2009,18,福井県,G,情報通信業,41,映像・音声・文字情報制作業,646
2009,18,福井県,H,運輸業，郵便業,42,鉄道業,423
2009,18,福井県,H,運輸業，郵便業,43,道路旅客運送業,2522
2009,18,福井県,H,運輸業，郵便業,44,道路貨物運送業,6976
2009,18,福井県,H,運輸業，郵便業,45,水運業,29
2009,18,福井県,H,運輸業，郵便業,46,航空運輸業,0
2009,18,福井県,H,運輸業，郵便業,47,倉庫業,572
2009,18,福井県,H,運輸業，郵便業,48,運輸に附帯するサービス業,1166
2009,18,福井県,H,運輸業，郵便業,49,郵便業（信書便事業を含む）,27
2009,18,福井県,I,卸売業，小売業,50,各種商品卸売業,14
2009,18,福井県,I,卸売業，小売業,51,繊維・衣服等卸売業,3540
2009,18,福井県,I,卸売業，小売業,52,飲食料品卸売業,4040
2009,18,福井県,I,卸売業，小売業,53,建築材料，鉱物・金属材料等卸売業,5326
2009,18,福井県,I,卸売業，小売業,54,機械器具卸売業,5710
2009,18,福井県,I,卸売業，小売業,55,その他の卸売業,4690
2009,18,福井県,I,卸売業，小売業,56,各種商品小売業,5604
2009,18,福井県,I,卸売業，小売業,57,織物・衣服・身の回り品小売業,3645
2009,18,福井県,I,卸売業，小売業,58,飲食料品小売業,17960
2009,18,福井県,I,卸売業，小売業,59,機械器具小売業,7769
2009,18,福井県,I,卸売業，小売業,60,その他の小売業,17003
2009,18,福井県,I,卸売業，小売業,61,無店舗小売業,457
2009,18,福井県,J,金融業，保険業,62,銀行業,2501
2009,18,福井県,J,金融業，保険業,63,協同組織金融業,1585
2009,18,福井県,J,金融業，保険業,64,貸金業，クレジットカード業等非預金信用機関,172
2009,18,福井県,J,金融業，保険業,65,金融商品取引業，商品先物取引業,152
2009,18,福井県,J,金融業，保険業,66,補助的金融業等,98
2009,18,福井県,J,金融業，保険業,67,保険業（保険媒介代理業，保険サービス業を含む）,1100
2009,18,福井県,K,不動産業，物品賃貸業,68,不動産取引業,999
2009,18,福井県,K,不動産業，物品賃貸業,69,不動産賃貸業・管理業,2827
2009,18,福井県,K,不動産業，物品賃貸業,70,物品賃貸業,1490
2009,18,福井県,L,学術研究，専門・技術サービス業,71,学術・開発研究機関,164
2009,18,福井県,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,2891
2009,18,福井県,L,学術研究，専門・技術サービス業,73,広告業,480
2009,18,福井県,L,学術研究，専門・技術サービス業,74,技術サービス業（他に分類されないもの）,3543
2009,18,福井県,M,宿泊業，飲食サービス業,75,宿泊業,6903
2009,18,福井県,M,宿泊業，飲食サービス業,76,飲食店,20301
2009,18,福井県,M,宿泊業，飲食サービス業,77,持ち帰り・配達飲食サービス業,1504
2009,18,福井県,N,生活関連サービス業，娯楽業,78,洗濯・理容・美容・浴場業,8302
2009,18,福井県,N,生活関連サービス業，娯楽業,79,その他の生活関連サービス業,2484
2009,18,福井県,N,生活関連サービス業，娯楽業,80,娯楽業,3172
2009,18,福井県,O,教育，学習支援業,81,学校教育,4764
2009,18,福井県,O,教育，学習支援業,82,その他の教育，学習支援業,2794
2009,18,福井県,P,医療，福祉,83,医療業,15035
2009,18,福井県,P,医療，福祉,84,保健衛生,368
2009,18,福井県,P,医療，福祉,85,社会保険・社会福祉・介護事業,14481
2009,18,福井県,Q,複合サービス事業,86,郵便局,54
2009,18,福井県,Q,複合サービス事業,87,協同組合（他に分類されないもの）,4156
2009,18,福井県,R,サービス業（他に分類されないもの）,88,廃棄物処理業,2142
2009,18,福井県,R,サービス業（他に分類されないもの）,89,自動車整備業,1369
2009,18,福井県,R,サービス業（他に分類されないもの）,90,機械等修理業（別掲を除く）,1366
2009,18,福井県,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,2358
2009,18,福井県,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,7886
2009,18,福井県,R,サービス業（他に分類されないもの）,93,政治・経済・文化団体,1550
2009,18,福井県,R,サービス業（他に分類されないもの）,94,宗教,3253
2009,18,福井県,R,サービス業（他に分類されないもの）,95,その他のサービス業,121
2009,19,山梨県,A,農業，林業,01,農業,1573
2009,19,山梨県,A,農業，林業,02,林業,917
2009,19,山梨県,B,漁業,03,漁業（水産養殖業を除く）,0
2009,19,山梨県,B,漁業,04,水産養殖業,163
2009,19,山梨県,C,鉱業，採石業，砂利採取業,05,鉱業，採石業，砂利採取業,250
2009,19,山梨県,D,建設業,06,総合工事業,14516
2009,19,山梨県,D,建設業,07,職別工事業(設備工事業を除く),7046
2009,19,山梨県,D,建設業,08,設備工事業,6142
2009,19,山梨県,E,製造業,09,食料品製造業,6702
2009,19,山梨県,E,製造業,10,飲料・たばこ・飼料製造業,1434
2009,19,山梨県,E,製造業,11,繊維工業,3094
2009,19,山梨県,E,製造業,12,木材・木製品製造業（家具を除く）,632
2009,19,山梨県,E,製造業,13,家具・装備品製造業,1150
2009,19,山梨県,E,製造業,14,パルプ・紙・紙加工品製造業,1230
2009,19,山梨県,E,製造業,15,印刷・同関連業,1382
2009,19,山梨県,E,製造業,16,化学工業,769
2009,19,山梨県,E,製造業,17,石油製品・石炭製品製造業,0
2009,19,山梨県,E,製造業,18,プラスチック製品製造業（別掲を除く）,2286
2009,19,山梨県,E,製造業,19,ゴム製品製造業,139
2009,19,山梨県,E,製造業,20,なめし革・同製品・毛皮製造業,266
2009,19,山梨県,E,製造業,21,窯業・土石製品製造業,1530
2009,19,山梨県,E,製造業,22,鉄鋼業,136
2009,19,山梨県,E,製造業,23,非鉄金属製造業,753
2009,19,山梨県,E,製造業,24,金属製品製造業,3633
2009,19,山梨県,E,製造業,25,はん用機械器具製造業,1902
2009,19,山梨県,E,製造業,26,生産用機械器具製造業,6611
2009,19,山梨県,E,製造業,27,業務用機械器具製造業,3129
2009,19,山梨県,E,製造業,28,電子部品・デバイス・電子回路製造業,6020
2009,19,山梨県,E,製造業,29,電気機械器具製造業,2036
2009,19,山梨県,E,製造業,30,情報通信機械器具製造業,2319
2009,19,山梨県,E,製造業,31,輸送用機械器具製造業,1899
2009,19,山梨県,E,製造業,32,その他の製造業,6136
2009,19,山梨県,F,電気・ガス・熱供給・水道業,33,電気業,1
2009,19,山梨県,F,電気・ガス・熱供給・水道業,34,ガス業,48
2009,19,山梨県,F,電気・ガス・熱供給・水道業,35,熱供給業,0
2009,19,山梨県,F,電気・ガス・熱供給・水道業,36,水道業,113
2009,19,山梨県,G,情報通信業,37,通信業,29
2009,19,山梨県,G,情報通信業,38,放送業,687
2009,19,山梨県,G,情報通信業,39,情報サービス業,1835
2009,19,山梨県,G,情報通信業,40,インターネット附随サービス業,99
2009,19,山梨県,G,情報通信業,41,映像・音声・文字情報制作業,730
2009,19,山梨県,H,運輸業，郵便業,42,鉄道業,475
2009,19,山梨県,H,運輸業，郵便業,43,道路旅客運送業,3218
2009,19,山梨県,H,運輸業，郵便業,44,道路貨物運送業,7447
2009,19,山梨県,H,運輸業，郵便業,45,水運業,19
2009,19,山梨県,H,運輸業，郵便業,46,航空運輸業,18
2009,19,山梨県,H,運輸業，郵便業,47,倉庫業,198
2009,19,山梨県,H,運輸業，郵便業,48,運輸に附帯するサービス業,247
2009,19,山梨県,H,運輸業，郵便業,49,郵便業（信書便事業を含む）,0
2009,19,山梨県,I,卸売業，小売業,50,各種商品卸売業,15
2009,19,山梨県,I,卸売業，小売業,51,繊維・衣服等卸売業,693
2009,19,山梨県,I,卸売業，小売業,52,飲食料品卸売業,4943
2009,19,山梨県,I,卸売業，小売業,53,建築材料，鉱物・金属材料等卸売業,2864
2009,19,山梨県,I,卸売業，小売業,54,機械器具卸売業,1902
2009,19,山梨県,I,卸売業，小売業,55,その他の卸売業,3976
2009,19,山梨県,I,卸売業，小売業,56,各種商品小売業,3155
2009,19,山梨県,I,卸売業，小売業,57,織物・衣服・身の回り品小売業,3024
2009,19,山梨県,I,卸売業，小売業,58,飲食料品小売業,19222
2009,19,山梨県,I,卸売業，小売業,59,機械器具小売業,6081
2009,19,山梨県,I,卸売業，小売業,60,その他の小売業,16126
2009,19,山梨県,I,卸売業，小売業,61,無店舗小売業,275
2009,19,山梨県,J,金融業，保険業,62,銀行業,2489
2009,19,山梨県,J,金融業，保険業,63,協同組織金融業,2180
2009,19,山梨県,J,金融業，保険業,64,貸金業，クレジットカード業等非預金信用機関,143
2009,19,山梨県,J,金融業，保険業,65,金融商品取引業，商品先物取引業,19
2009,19,山梨県,J,金融業，保険業,66,補助的金融業等,96
2009,19,山梨県,J,金融業，保険業,67,保険業（保険媒介代理業，保険サービス業を含む）,966
2009,19,山梨県,K,不動産業，物品賃貸業,68,不動産取引業,1388
2009,19,山梨県,K,不動産業，物品賃貸業,69,不動産賃貸業・管理業,4370
2009,19,山梨県,K,不動産業，物品賃貸業,70,物品賃貸業,1316
2009,19,山梨県,L,学術研究，専門・技術サービス業,71,学術・開発研究機関,504
2009,19,山梨県,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,2476
2009,19,山梨県,L,学術研究，専門・技術サービス業,73,広告業,287
2009,19,山梨県,L,学術研究，専門・技術サービス業,74,技術サービス業（他に分類されないもの）,3150
2009,19,山梨県,M,宿泊業，飲食サービス業,75,宿泊業,10665
2009,19,山梨県,M,宿泊業，飲食サービス業,76,飲食店,20705
2009,19,山梨県,M,宿泊業，飲食サービス業,77,持ち帰り・配達飲食サービス業,3448
2009,19,山梨県,N,生活関連サービス業，娯楽業,78,洗濯・理容・美容・浴場業,8040
2009,19,山梨県,N,生活関連サービス業，娯楽業,79,その他の生活関連サービス業,2467
2009,19,山梨県,N,生活関連サービス業，娯楽業,80,娯楽業,5362
2009,19,山梨県,O,教育，学習支援業,81,学校教育,6371
2009,19,山梨県,O,教育，学習支援業,82,その他の教育，学習支援業,3522
2009,19,山梨県,P,医療，福祉,83,医療業,15519
2009,19,山梨県,P,医療，福祉,84,保健衛生,460
2009,19,山梨県,P,医療，福祉,85,社会保険・社会福祉・介護事業,13806
2009,19,山梨県,Q,複合サービス事業,86,郵便局,74
2009,19,山梨県,Q,複合サービス事業,87,協同組合（他に分類されないもの）,2942
2009,19,山梨県,R,サービス業（他に分類されないもの）,88,廃棄物処理業,1444
2009,19,山梨県,R,サービス業（他に分類されないもの）,89,自動車整備業,2817
2009,19,山梨県,R,サービス業（他に分類されないもの）,90,機械等修理業（別掲を除く）,1683
